plottype,plot_id,subplot_id,period,year,height_class,number_of_tree_species,approx_nr_regeneration_ha,approx_rubbing_damage_perc,rubbing_damage_number_ha,mean_number_of_regeneration_ha,lci_number_of_regeneration_ha,uci_number_of_regeneration_ha
CP,2160,1,3,2020,3000,2,176.8388256576615,0,0,176.83882566650345,176.83882566025122,176.83882567275563
CP,2161,1,3,2020,1000,3,21574.336730234703,0,0,20854.7820190529,17916.22756636088,24275.307480399053
CP,2162,1,3,2020,1000,3,37136.15338810891,0,0,113872.6205335401,75458.82533257718,171841.71168879166
CP,2162,1,3,2020,2000,1,10610.32953945969,0,0,10250.55218385994,7427.230677657151,14147.106052612913
CP,2163,1,3,2020,1000,2,2122.065907891938,0,0,2236.8538713664557,1617.8735473176578,3092.6491443924306
CP,2163,1,3,2020,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2163,1,3,2020,3000,2,2741.0017976937534,0,0,2741.0017977025955,2741.0017976340328,2741.001797771158
CP,2163,1,3,2020,4000,1,5835.681246702829,1.5151515151515151,88.41941282883074,5835.681246707249,5835.681246702827,5835.681246711671
CP,2164,1,3,2020,1000,3,42087.640506523436,0,0,118764.83020743934,77770.36283138624,181368.38225614428
CP,2164,1,3,2020,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2165,1,3,2020,1000,3,74272.30677621783,0,0,72788.05627942525,63744.45086768191,83114.70355175476
CP,2165,1,3,2020,2000,2,3890.454164468553,0,0,3858.0022426460573,2967.986993241545,5014.907861171575
CP,2166,1,3,2020,1000,1,35721.442782847625,0,0,112400.51594652382,35721.44278288301,353677.6513153229
CP,2166,1,3,2020,4000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CP,2167,1,3,2020,1000,5,25464.790894703256,0,0,24712.784261698944,21506.667847343026,28396.853957119383
CP,2167,1,3,2020,3000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CP,2167,1,3,2020,4000,1,88.41941282883074,100,88.41941282883074,88.41941283325173,88.41941282883074,88.4194128376727
CP,2168,1,3,2020,1000,5,41026.607552577465,0,0,40351.73613746304,34302.05356728721,47468.371131583335
CP,2168,1,3,2020,2000,5,8841.941282883075,0,0,8954.84578361503,7557.964541917468,10609.90198665099
CP,2168,1,3,2020,3000,3,9107.199521369566,0,0,9107.199521382834,9107.199521306815,9107.199521458853
CP,2168,1,3,2020,4000,2,530.5164769729845,0,0,530.5164769818265,530.5164769744122,530.5164769892407
CP,2169,1,3,2020,1000,3,11671.362493405659,0,0,11610.2015861479,9431.838761321747,14291.675704186999
CP,2169,1,3,2020,3000,1,265.25823848649225,0,0,265.25823849091324,265.2582384864923,265.25823849533424
CP,2170,1,3,2020,1000,3,99737.09767092108,0,0,252424.13950867963,146128.7193156068,436039.85927694483
CP,2170,1,3,2020,2000,1,2829.421210522584,0,0,2739.5753069628286,2122.065907927305,3536.7765131532306
CP,2170,1,3,2020,3000,1,265.25823848649225,0,0,265.25823849091324,265.2582384864923,265.25823849533424
CP,2171,1,3,2020,1000,4,18037.560217081475,0,0,17733.293380458734,14580.96260336457,21567.14221630727
CP,2172,1,3,2020,1000,3,43856.028763100054,0,0,120385.97857871899,80378.44495957547,180306.8452698308
CP,2172,1,3,2020,2000,3,3183.098861837907,0,0,3355.2808070496844,2575.4521595988226,4371.236037989392
CP,2172,1,3,2020,3000,2,176.8388256576615,0,0,176.83882566650345,176.83882566025122,176.83882567275563
CP,2173,1,3,2020,1000,2,36075.12043416295,0,0,112754.19359785679,63564.26751463531,200010.29935530617
CP,2173,1,3,2020,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2174,1,3,2020,1000,3,13439.750749982273,0,0,13231.349957427503,11222.88114079829,15599.258292016802
CP,2174,1,3,2020,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2175,1,3,2020,1000,1,35721.442782847625,0,0,112400.51594652382,35721.44278288301,353677.6513153229
CP,2175,1,3,2020,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2175,1,3,2020,3000,1,353.677651315323,50,176.8388256576615,353.677651319744,353.677651315323,353.6776513241649
CP,2176,1,3,2020,1000,2,41026.607552577465,0,0,117646.40327175616,65063.16089240287,212726.772154053
CP,2176,1,3,2020,2000,1,2829.421210522584,0,0,2739.5753069628286,2122.065907927305,3536.7765131532306
CP,2176,1,3,2020,3000,2,618.9358898018153,0,0,618.9358898106572,618.93588980421,618.9358898171043
CP,2177,1,3,2020,1000,5,38550.86399337021,0,0,37845.424119193536,32268.064239417745,44386.800402238216
CP,2177,1,3,2020,2000,2,3183.098861837907,0,0,3093.252958295835,2722.4082334783925,3514.6139165839686
CP,2177,1,3,2020,3000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CP,2177,1,3,2020,4000,1,707.355302630646,87.5,618.9358898018153,707.3553026350669,707.3553026306458,707.355302639488
CP,2178,1,3,2020,1000,3,36428.798085478265,0,0,35608.57024782709,30501.788808070145,41570.35782632387
CP,2178,1,3,2020,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2179,1,3,2020,1000,4,38197.18634205488,0,0,114991.0474692233,82736.93210154447,159819.08758522038
CP,2179,1,3,2020,4000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CP,2180,1,3,2020,1000,2,2122.065907891938,0,0,2236.8538713664557,1617.8735473176578,3092.6491443924306
CP,2181,1,3,2020,1000,3,51636.93709203716,0,0,127896.95545561603,84944.55052343194,192568.34151242676
CP,2181,1,3,2020,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2182,1,3,2020,1000,3,46331.77232230731,0,0,122892.2905969885,81781.25430227703,184669.64363683248
CP,2182,1,3,2020,2000,1,2829.421210522584,0,0,2739.5753069628286,2122.065907927305,3536.7765131532306
CP,2183,1,3,2020,2000,1,353.677651315323,0,0,353.6776513330069,353.677651315323,353.6776513506908
CP,2183,1,3,2020,3000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CP,2184,1,3,2020,1000,1,10610.32953945969,0,0,10250.55218385994,7427.230677657151,14147.106052612913
CP,2184,1,3,2020,2000,2,10964.007190775013,0,0,10604.229835192946,9026.491091636351,12457.741248067967
CP,2184,1,3,2020,3000,1,5747.2618338739985,4.615384615384615,265.25823848649225,5747.261833878423,5747.261833874002,5747.261833882843
CP,2185,1,3,2020,1000,4,19805.94847365809,0,0,19354.441751738337,16311.065077795065,22965.662495662724
CP,2185,1,3,2020,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2185,1,3,2020,3000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CP,2186,1,3,2020,1000,6,44917.06171704602,0,0,43996.188043779686,39960.745294972214,48439.15067387805
CP,2186,1,3,2020,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2186,1,3,2020,3000,1,442.09706414415376,0,0,442.09706414857465,442.09706414415365,442.0970641529956
CP,2001,1,3,2021,1000,2,38550.86399337021,0,0,115140.09125348661,64003.38502388036,207133.42909777045
CP,2001,1,3,2021,2000,1,353.677651315323,0,0,353.6776513330069,353.677651315323,353.6776513506908
CP,2001,1,3,2021,3000,2,265.25823848649225,33.333333333333336,88.41941282883074,265.25823849533424,265.25823848792004,265.2582385027484
CP,2002,1,3,2021,1000,2,36782.47573679359,0,0,113518.942882207,61235.663224268224,210441.9175782965
CP,2003,1,3,2021,1000,4,33953.05452627101,0,0,33271.54384594703,29214.766771942162,37891.64700626444
CP,2003,1,3,2021,2000,3,3183.098861837907,0,0,3355.2808070496844,2575.4521595988226,4371.236037989392
CP,2004,1,3,2021,1000,3,54466.35830255974,0,0,131060.78393036849,86427.2463616077,198744.3752699842
CP,2004,1,3,2021,2000,2,6366.197723675814,0,0,6364.314260915564,4841.322878872451,8366.410798266517
CP,2004,1,3,2021,3000,2,1679.9688437477841,0,0,1679.968843756626,1679.968843714562,1679.9688437986904
CP,2005,1,3,2021,1000,4,54820.03595387506,0,0,131414.4615817015,96167.1169442045,179580.72636022037
CP,2005,1,3,2021,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2005,1,3,2021,3000,1,353.677651315323,0,0,353.677651319744,353.677651315323,353.6776513241649
CP,2006,1,3,2021,1000,1,10610.32953945969,0,0,10250.55218385994,7427.230677657151,14147.106052612913
CP,2006,1,3,2021,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2006,1,3,2021,3000,1,6189.358898018152,0,0,6189.358898022574,6189.358898018155,6189.358898026994
CP,2007,1,3,2021,1000,1,35721.442782847625,0,0,112400.51594652382,35721.44278288301,353677.6513153229
CP,2008,1,3,2021,1000,3,42087.640506523436,0,0,118764.83020743934,77770.36283138624,181368.38225614428
CP,2009,1,3,2021,1000,3,38904.54164468553,0,0,115493.7689048197,78080.53914200109,170833.9978490836
CP,2010,1,3,2021,1000,1,17683.88256576615,0,0,17541.841048161434,14500.78370396361,21220.659078919376
CP,2010,1,3,2021,2000,1,5305.164769729845,0,0,5245.8873252323365,3890.454164503921,7073.553026306458
CP,2010,1,3,2021,3000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CP,2011,1,3,2021,1000,2,36782.47573679359,0,0,113518.942882207,61235.663224268224,210441.9175782965
CP,2011,1,3,2021,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2012,1,3,2021,1000,3,29001.567407856484,0,0,28330.462918297948,26090.073951514376,30763.237032467972
CP,2012,1,3,2021,3000,1,88.41941282883074,100,88.41941282883074,88.41941283325173,88.41941282883074,88.4194128376727
CP,2013,1,3,2021,1000,2,18037.560217081475,0,0,17895.51869949444,16270.557816914234,19682.766450148145
CP,2014,1,3,2021,1000,1,35721.442782847625,0,0,112400.51594652382,35721.44278288301,353677.6513153229
CP,2015,1,3,2021,1000,1,35721.442782847625,0,0,112400.51594652382,35721.44278288301,353677.6513153229
CP,2016,1,3,2021,1000,4,42441.31815783876,0,0,119118.50785877235,86710.95098284651,163638.14205321512
CP,2016,1,3,2021,2000,2,1414.710605261292,0,0,1472.104587016235,1170.7216877523533,1851.073519680667
CP,2016,1,3,2021,3000,1,707.355302630646,0,0,707.3553026350669,707.3553026306458,707.355302639488
CP,2017,1,3,2021,1000,3,30416.27801311778,0,0,29859.96148699838,23697.454132763265,37625.02482375556
CP,2017,1,3,2021,2000,2,6366.197723675814,0,0,6364.314260915564,4841.322878872451,8366.410798266517
CP,2017,1,3,2021,3000,2,530.5164769729845,0,0,530.5164769818265,530.5164769744122,530.5164769892407
CP,2017,1,3,2021,4000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CP,2018,1,3,2021,1000,4,16976.527263135504,0,0,16856.088911380237,14180.62236641053,20036.337337447603
CP,2018,1,3,2021,2000,3,25818.46854601858,0,0,25527.303680356603,22068.09939141654,29528.74289856636
CP,2018,1,3,2021,3000,3,1414.710605261292,0,0,1414.710605274555,1414.7106052615904,1414.71060528752
CP,2018,1,3,2021,4000,1,353.677651315323,0,0,353.677651319744,353.677651315323,353.6776513241649
CP,2019,1,3,2021,1000,3,107164.32834854287,0,0,337201.54783957155,173965.0066620365,653607.7918606839
CP,2019,1,3,2021,2000,3,72503.91851964121,0,0,225919.45882873086,128848.15659551526,396122.09616387414
CP,2019,1,3,2021,3000,2,176.8388256576615,0,0,176.83882566650345,176.83882566025122,176.83882567275563
CP,2019,1,3,2021,4000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CP,2020,1,3,2021,1000,2,46331.77232230731,0,0,122651.06813038373,67624.98493542614,222451.57655692773
CP,2021,1,3,2021,1000,3,12732.395447351628,0,0,12487.406055226395,9811.169227382945,15893.65205860376
CP,2021,1,3,2021,2000,2,3890.454164468553,0,0,3858.0022426460573,2967.986993241545,5014.907861171575
CP,2021,1,3,2021,3000,2,265.25823848649225,0,0,265.25823849533424,265.25823848792004,265.2582385027484
CP,2022,1,3,2021,1000,3,6719.875374991137,0,0,6717.991912248571,5598.19167684696,8061.784579419108
CP,2022,1,3,2021,3000,3,1503.1300180901228,0,0,1503.130018103386,1503.1300180753196,1503.130018131452
CP,2023,1,3,2021,1000,1,28294.21210522584,0,0,27623.10761563192,21574.336730270057,35367.76513153232
CP,2023,1,3,2021,2000,1,5305.164769729845,0,0,5245.8873252323365,3890.454164503921,7073.553026306458
CP,2023,1,3,2021,3000,1,7957.747154594767,1.1111111111111112,88.41941282883074,7957.747154599192,7957.747154594767,7957.747154603616
CP,2024,1,3,2021,1000,3,16269.171960504858,0,0,15850.11716042528,13690.200719535407,18350.805743901
CP,2024,1,3,2021,2000,3,1768.388256576615,0,0,1825.7822383492419,1567.204402797026,2127.0236198432235
CP,2024,1,3,2021,3000,2,353.677651315323,25,88.41941282883074,353.6776513241649,353.67765131484475,353.67765133348513
CP,2025,1,3,2021,1000,3,16976.527263135504,0,0,16614.866444775504,13445.944600111123,20530.635458325887
CP,2025,1,3,2021,2000,3,3183.098861837907,0,0,3355.2808070496844,2575.4521595988226,4371.236037989392
CP,2025,1,3,2021,3000,2,2475.743559207261,0,0,2475.7435592161023,2475.7435592094002,2475.743559222805
CP,2025,1,3,2021,4000,2,442.09706414415376,0,0,442.0970641529956,442.097064146354,442.09706415963734
CP,2026,1,3,2021,1000,4,41733.96285520811,0,0,118233.34421178256,87548.2636793151,159673.34012136076
CP,2026,1,3,2021,2000,2,2122.065907891938,0,0,2236.8538713664557,1617.8735473176578,3092.6491443924306
CP,2026,1,3,2021,3000,2,618.9358898018153,0,0,618.9358898106572,618.9358897949703,618.9358898263439
CP,2026,1,3,2021,4000,1,176.8388256576615,0,0,176.83882566208246,176.8388256576615,176.83882566650345
CP,2027,1,3,2021,1000,4,373837.2774402964,0,0,1138764.7043091694,815762.7233347736,1589659.608959815
CP,2027,1,3,2021,2000,3,39611.89694731618,0,0,116258.51818916983,76371.36690880916,176977.88580477153
CP,2027,1,3,2021,3000,1,265.25823848649225,0,0,265.25823849091324,265.2582384864923,265.25823849533424
CP,2027,1,3,2021,4000,1,884.1941282883075,0,0,884.1941282927287,884.1941282883076,884.1941282971496
CP,2028,1,3,2021,1000,1,354031.3289666383,0,0,1118986.0093896424,354031.32896667346,3536776.513153233
CP,2028,1,3,2021,3000,3,530.5164769729845,0,0,530.5164769862474,530.51647697859,530.5164769939048
CP,2029,1,3,2021,1000,6,84175.28101304687,0,0,237529.6604148787,176075.7263256994,320432.24102590384
CP,2029,1,3,2021,2000,3,3183.098861837907,0,0,3355.2808070496844,2575.4521595988226,4371.236037989392
CP,2029,1,3,2021,3000,3,2387.32414637843,3.7037037037037037,88.41941282883074,2387.324146391692,2387.3241463353997,2387.324146447985
CP,2029,1,3,2021,4000,1,442.09706414415376,0,0,442.09706414857465,442.09706414415365,442.0970641529956
CP,2030,1,3,2021,1000,3,39611.89694731618,0,0,116258.51818916983,76371.36690880916,176977.88580477153
CP,2030,1,3,2021,2000,3,39611.89694731618,0,0,116258.51818916983,76371.36690880916,176977.88580477153
CP,2030,1,3,2021,3000,4,3536.77651315323,2.5,88.41941282883074,3536.7765131709134,3536.7765131066667,3536.776513235161
CP,2030,1,3,2021,4000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CP,2031,1,3,2021,1000,4,39965.5745986315,0,0,116612.19584050284,85088.97825963012,159813.9323902948
CP,2031,1,3,2021,2000,2,2122.065907891938,0,0,2236.8538713664557,1617.8735473176578,3092.6491443924306
CP,2032,1,3,2021,1000,4,67906.10905254201,0,0,143881.62580480188,104358.79742645659,198372.56421838343
CP,2032,1,3,2021,2000,1,353.677651315323,0,0,353.6776513330069,353.677651315323,353.6776513506908
CP,2032,1,3,2021,3000,1,265.25823848649225,33.333333333333336,88.41941282883074,265.25823849091324,265.2582384864923,265.25823849533424
CP,2033,1,3,2021,1000,3,65076.68784201943,0,0,141142.05049783897,92768.56605739077,214739.53156083566
CP,2033,1,3,2021,2000,1,35721.442782847625,0,0,112400.51594652382,35721.44278288301,353677.6513153229
CP,2033,1,3,2021,3000,1,2652.5823848649225,0,0,2652.5823848693435,2652.582384864923,2652.5823848737646
CP,2034,1,3,2021,1000,2,36075.12043416295,0,0,112754.19359785679,63564.26751463531,200010.29935530617
CP,2034,1,3,2021,2000,1,353.677651315323,0,0,353.6776513330069,353.677651315323,353.6776513506908
CP,2034,1,3,2021,3000,1,707.355302630646,0,0,707.3553026350669,707.3553026306458,707.355302639488
CP,2035,1,3,2021,1000,2,13439.750749982273,0,0,12990.12749082277,10576.351295921795,15954.785115061026
CP,2035,1,3,2021,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2036,1,3,2021,1000,1,35721.442782847625,0,0,112400.51594652382,35721.44278288301,353677.6513153229
CP,2036,1,3,2021,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2037,1,3,2021,1000,2,36782.47573679359,0,0,113518.942882207,61235.663224268224,210441.9175782965
CP,2037,1,3,2021,2000,3,6719.875374991137,0,0,6717.991912248571,5598.19167684696,8061.784579419108
CP,2037,1,3,2021,3000,2,3271.518274666738,0,0,3271.518274675579,3271.5182746346195,3271.5182747165395
CP,2038,1,3,2021,1000,4,37489.831039424236,0,0,114226.29818487306,83894.62678465691,155524.22958517476
CP,2038,1,3,2021,2000,1,353.677651315323,0,0,353.6776513330069,353.677651315323,353.6776513506908
CP,2039,1,3,2021,1000,4,20159.626124973413,0,0,20132.372570860905,17004.908277751256,23835.025670926556
CP,2039,1,3,2021,2000,2,3890.454164468553,0,0,3858.0022426460573,2967.986993241545,5014.907861171575
CP,2039,1,3,2021,3000,2,972.6135411171382,0,0,972.6135411259803,972.6135411189792,972.6135411329815
CP,2039,1,3,2021,4000,1,353.677651315323,0,0,353.677651319744,353.677651315323,353.6776513241649
CP,2040,1,3,2021,1000,4,8488.263631567752,0,0,8601.168132282022,6958.103124074068,10632.221443200948
CP,2040,1,3,2021,2000,1,5305.164769729845,0,0,5245.8873252323365,3890.454164503921,7073.553026306458
CP,2040,1,3,2021,3000,1,1061.032953945969,0,0,1061.0329539503903,1061.0329539459694,1061.0329539548109
CP,2041,1,3,2021,1000,1,35721.442782847625,0,0,112400.51594652382,35721.44278288301,353677.6513153229
CP,2041,1,3,2021,2000,1,35721.442782847625,0,0,112400.51594652382,35721.44278288301,353677.6513153229
CP,2041,1,3,2021,3000,1,884.1941282883075,0,0,884.1941282927287,884.1941282883076,884.1941282971496
CP,2041,1,3,2021,4000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CP,2042,1,3,2021,3000,2,9549.29658551372,0,0,9549.296585522561,9549.296585492622,9549.2965855525
CP,2042,1,3,2021,4000,2,1679.9688437477841,0,0,1679.968843756626,1679.9688437423824,1679.9688437708699
CP,2043,1,3,2021,1000,2,10610.32953945969,0,0,10491.774650464675,8492.847043425565,12961.181892631115
CP,2043,1,3,2021,2000,2,22989.047335495994,0,0,22787.728373393784,19087.282574464927,27205.578499386418
CP,2043,1,3,2021,3000,1,10610.32953945969,0,0,10610.329539464108,10610.329539459688,10610.329539468526
CP,2044,1,3,2021,1000,2,71442.88556569525,0,0,224801.03189304765,99947.68656284388,505619.54636542714
CP,2044,1,3,2021,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2045,1,3,2021,1000,1,2829.421210522584,0,0,2739.5753069628286,2122.065907927305,3536.7765131532306
CP,2045,1,3,2021,3000,1,176.8388256576615,0,0,176.83882566208246,176.8388256576615,176.83882566650345
CP,2046,1,3,2021,1000,2,36782.47573679359,0,0,113518.942882207,61235.663224268224,210441.9175782965
CP,2047,1,3,2021,2000,1,353.677651315323,0,0,353.6776513330069,353.677651315323,353.6776513506908
CP,2047,1,3,2021,3000,1,265.25823848649225,0,0,265.25823849091324,265.2582384864923,265.25823849533424
CP,2048,1,3,2021,1000,2,46331.77232230731,0,0,122651.06813038373,67624.98493542614,222451.57655692773
CP,2048,1,3,2021,2000,3,37843.50869073956,0,0,114637.36981789029,73910.59935748889,177805.70950588802
CP,2048,1,3,2021,3000,4,8134.585980252429,0,0,8134.58598027011,8134.585980153614,8134.585980386605
CP,2048,1,3,2021,4000,1,9726.135411171383,9.090909090909092,884.1941282883075,9726.135411175801,9726.135411171377,9726.135411180223
CP,2049,1,3,2021,1000,1,17683.88256576615,0,0,17541.841048161434,14500.78370396361,21220.659078919376
CP,2050,1,3,2021,1000,1,35721.442782847625,0,0,112400.51594652382,35721.44278288301,353677.6513153229
CP,2050,1,3,2021,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2050,1,3,2021,3000,1,1768.388256576615,0,0,1768.3882565810354,1768.3882565766141,1768.3882565854567
CP,2050,1,3,2021,4000,1,442.09706414415376,0,0,442.09706414857465,442.09706414415365,442.0970641529956
CP,2051,1,3,2021,1000,1,28294.21210522584,0,0,27623.10761563192,21574.336730270057,35367.76513153232
CP,2051,1,3,2021,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2051,1,3,2021,3000,1,1768.388256576615,0,0,1768.3882565810354,1768.3882565766141,1768.3882565854567
CP,2051,1,3,2021,4000,1,4420.970641441538,0,0,4420.970641445959,4420.970641441537,4420.97064145038
CP,2053,1,3,2021,1000,1,35721.442782847625,0,0,112400.51594652382,35721.44278288301,353677.6513153229
CP,2053,1,3,2021,2000,1,353.677651315323,0,0,353.6776513330069,353.677651315323,353.6776513506908
CP,2053,1,3,2021,3000,1,2210.485320720769,0,0,2210.485320725189,2210.4853207207675,2210.48532072961
CP,2054,1,3,2021,1000,2,36075.12043416295,0,0,112754.19359785679,63564.26751463531,200010.29935530617
CP,2054,1,3,2021,2000,1,2829.421210522584,0,0,2739.5753069628286,2122.065907927305,3536.7765131532306
CP,2054,1,3,2021,3000,1,2210.485320720769,0,0,2210.485320725189,2210.4853207207675,2210.48532072961
CP,2055,1,3,2021,1000,1,35721.442782847625,0,0,112400.51594652382,35721.44278288301,353677.6513153229
CP,2055,1,3,2021,2000,1,28294.21210522584,0,0,27623.10761563192,21574.336730270057,35367.76513153232
CP,2055,1,3,2021,3000,1,3536.77651315323,0,0,3536.776513157651,3536.77651315323,3536.7765131620727
CP,2055,1,3,2021,4000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CP,2056,1,3,2021,1000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2056,1,3,2021,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2056,1,3,2021,3000,3,5482.003595387507,0,0,5482.00359540077,5482.003595271547,5482.003595529994
CP,2056,1,3,2021,4000,1,12378.717796036304,0,0,12378.71779604072,12378.7177960363,12378.717796045139
CP,2057,1,3,2021,1000,1,35721.442782847625,0,0,112400.51594652382,35721.44278288301,353677.6513153229
CP,2057,1,3,2021,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2057,1,3,2021,3000,1,3094.679449009076,0,0,3094.6794490134967,3094.6794490090756,3094.679449017918
CP,2057,1,3,2021,4000,1,3536.77651315323,0,0,3536.776513157651,3536.77651315323,3536.7765131620727
CP,2058,1,3,2021,1000,1,2829.421210522584,0,0,2739.5753069628286,2122.065907927305,3536.7765131532306
CP,2058,1,3,2021,3000,1,884.1941282883075,0,0,884.1941282927287,884.1941282883076,884.1941282971496
CP,2058,1,3,2021,4000,1,2210.485320720769,0,0,2210.485320725189,2210.4853207207675,2210.48532072961
CP,2059,1,3,2021,1000,2,36782.47573679359,0,0,113518.942882207,61235.663224268224,210441.9175782965
CP,2059,1,3,2021,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2059,1,3,2021,3000,3,6277.778310846983,0,0,6277.778310860248,6277.7783108447475,6277.7783108757485
CP,2059,1,3,2021,4000,3,1768.388256576615,0,0,1768.3882565898782,1768.3882565720583,1768.3882566076977
CP,2060,1,3,2021,1000,1,28294.21210522584,0,0,27623.10761563192,21574.336730270057,35367.76513153232
CP,2060,1,3,2021,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2060,1,3,2021,3000,1,3890.454164468553,2.272727272727273,88.41941282883074,3890.4541644729734,3890.4541644685523,3890.454164477395
CP,2060,1,3,2021,4000,1,1414.710605261292,0,0,1414.710605265713,1414.710605261292,1414.710605270134
CP,2061,1,3,2021,1000,1,35721.442782847625,0,0,112400.51594652382,35721.44278288301,353677.6513153229
CP,2061,1,3,2021,2000,1,5305.164769729845,0,0,5245.8873252323365,3890.454164503921,7073.553026306458
CP,2061,1,3,2021,3000,2,1237.8717796036306,0,0,1237.8717796124727,1237.8717795967857,1237.8717796281596
CP,2061,1,3,2021,4000,1,2387.32414637843,0,0,2387.3241463828513,2387.32414637843,2387.3241463872723
CP,2062,1,3,2021,1000,3,72503.91851964121,0,0,225919.45882873086,128848.15659551526,396122.09616387414
CP,2062,1,3,2021,2000,1,10610.32953945969,0,0,10250.55218385994,7427.230677657151,14147.106052612913
CP,2062,1,3,2021,3000,1,4420.970641441538,0,0,4420.970641445959,4420.970641441537,4420.97064145038
CP,2062,1,3,2021,4000,1,10610.32953945969,3.3333333333333335,353.677651315323,10610.329539464108,10610.329539459688,10610.329539468526
CP,2063,1,3,2021,1000,3,21574.336730234703,0,0,20854.7820190529,17916.22756636088,24275.307480399053
CP,2063,1,3,2021,2000,1,2829.421210522584,0,0,2739.5753069628286,2122.065907927305,3536.7765131532306
CP,2063,1,3,2021,3000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CP,2063,1,3,2021,4000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CP,2064,1,3,2021,1000,1,17683.88256576615,0,0,17541.841048161434,14500.78370396361,21220.659078919376
CP,2064,1,3,2021,2000,1,1061.032953945969,0,0,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2064,1,3,2021,3000,2,1591.5494309189535,0,0,1591.5494309277954,1591.549430887938,1591.5494309676526
CP,2064,1,3,2021,4000,3,9107.199521369566,0,0,9107.199521382834,9107.199521222828,9107.199521542838
CP,2065,1,3,2021,1000,2,46331.77232230731,0,0,122651.06813038373,67624.98493542614,222451.57655692773
CP,2065,1,3,2021,2000,2,5658.842421045168,0,0,5479.150613925658,4573.807276780311,6563.698388099769
CP,2065,1,3,2021,3000,3,8753.521870054245,15.151515151515152,1326.2911924324612,8753.521870067507,8753.521869921537,8753.521870213475
CP,2065,1,3,2021,4000,1,88.41941282883074,0,0,88.41941283325173,88.41941282883074,88.4194128376727
CA,11000,155511,3,2021,1000,1,8000,0,0,7810.249675913055,6100.000000009996,10000.000000000004
CA,11000,155511,3,2021,2000,1,800,0,0,774.5966692479383,600.0000000099998,1000.0000000000001
CA,11000,155511,3,2021,3000,1,700,0,0,700.000000005,700.0000000000001,700.0000000099999
CA,11000,155511,3,2021,4000,1,300,0,0,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,155521,3,2021,1000,1,1500,0,0,1483.2396974258745,1100.0000000100001,1999.9999999999995
CA,11000,155521,3,2021,2000,1,3000,0,0,2898.275349244788,2100.0000000100003,3999.9999999999977
CA,11000,155521,3,2021,3000,1,1500,0,0,1500.000000005,1500,1500.00000001
